state,county,year,party,candidate,votes,pct 
ga,Pike,2012,DEM,Barack Obama,"1,355",16.7%
ga,Pike,2012,LIB,Gary Johnson,84,1.0%
ga,Pike,2012,OTH, Other,-,-
ga,Polk,2012,REP,Mitt Romney,"9,798",72.2%
ga,Polk,2012,DEM,Barack Obama,"3,608",26.6%
ga,Polk,2012,LIB,Gary Johnson,174,1.3%
ga,Polk,2012,OTH, Other,-,-
ga,Pulaski,2012,REP,Mitt Romney,"2,444",66.4%
ga,Pulaski,2012,DEM,Barack Obama,"1,219",33.1%
ga,Pulaski,2012,LIB,Gary Johnson,18,0.5%
ga,Pulaski,2012,OTH, Other,-,-
ga,Putnam,2012,REP,Mitt Romney,"6,210",67.5%
ga,Putnam,2012,DEM,Barack Obama,"2,917",31.7%
ga,Putnam,2012,LIB,Gary Johnson,78,0.8%
ga,Putnam,2012,OTH, Other,-,-
ga,Quitman,2012,DEM,Barack Obama,612,54.3%
ga,Quitman,2012,REP,Mitt Romney,510,45.2%
ga,Quitman,2012,LIB,Gary Johnson,6,0.5%
ga,Quitman,2012,OTH, Other,-,-
ga,Rabun,2012,REP,Mitt Romney,"5,753",77.3%
ga,Rabun,2012,DEM,Barack Obama,"1,558",20.9%
ga,Rabun,2012,LIB,Gary Johnson,127,1.7%
ga,Rabun,2012,OTH, Other,-,-
ga,Randolph,2012,DEM,Barack Obama,"1,749",58.0%
ga,Randolph,2012,REP,Mitt Romney,"1,249",41.4%
ga,Randolph,2012,LIB,Gary Johnson,17,0.6%
ga,Randolph,2012,OTH, Other,-,-
ga,Richmond,2012,DEM,Barack Obama,"52,461",66.5%
ga,Richmond,2012,REP,Mitt Romney,"25,821",32.7%
ga,Richmond,2012,LIB,Gary Johnson,583,0.7%
ga,Richmond,2012,OTH, Other,-,-
ga,Rockdale,2012,DEM,Barack Obama,"21,878",57.8%
ga,Rockdale,2012,REP,Mitt Romney,"15,671",41.4%
ga,Rockdale,2012,LIB,Gary Johnson,330,0.9%
ga,Rockdale,2012,OTH, Other,-,-
ga,Schley,2012,REP,Mitt Romney,"1,286",73.6%
ga,Schley,2012,DEM,Barack Obama,448,25.6%
ga,Schley,2012,LIB,Gary Johnson,14,0.8%
ga,Schley,2012,OTH, Other,-,-
ga,Screven,2012,REP,Mitt Romney,"3,285",53.9%
ga,Screven,2012,DEM,Barack Obama,"2,769",45.4%
ga,Screven,2012,LIB,Gary Johnson,39,0.6%
ga,Screven,2012,OTH, Other,-,-
ga,Seminole,2012,REP,Mitt Romney,"2,244",59.6%
ga,Seminole,2012,DEM,Barack Obama,"1,475",39.2%
ga,Seminole,2012,LIB,Gary Johnson,46,1.2%
ga,Seminole,2012,OTH, Other,-,-
ga,Spalding,2012,REP,Mitt Romney,"14,901",59.5%
ga,Spalding,2012,DEM,Barack Obama,"9,884",39.4%
ga,Spalding,2012,LIB,Gary Johnson,272,1.1%
ga,Spalding,2012,OTH, Other,-,-
ga,Stephens,2012,REP,Mitt Romney,"7,207",76.1%
ga,Stephens,2012,DEM,Barack Obama,"2,123",22.4%
ga,Stephens,2012,LIB,Gary Johnson,137,1.4%
ga,Stephens,2012,OTH, Other,-,-
ga,Stewart,2012,DEM,Barack Obama,"1,307",63.6%
ga,Stewart,2012,REP,Mitt Romney,740,36.0%
ga,Stewart,2012,LIB,Gary Johnson,8,0.4%
ga,Stewart,2012,OTH, Other,-,-
ga,Sumter,2012,DEM,Barack Obama,"6,370",53.9%
ga,Sumter,2012,REP,Mitt Romney,"5,372",45.4%
ga,Sumter,2012,LIB,Gary Johnson,78,0.7%
ga,Sumter,2012,OTH, Other,-,-
ga,Talbot,2012,DEM,Barack Obama,"2,264",64.9%
ga,Talbot,2012,REP,Mitt Romney,"1,202",34.4%
ga,Talbot,2012,LIB,Gary Johnson,24,0.7%
ga,Talbot,2012,OTH, Other,-,-
ga,Taliaferro,2012,DEM,Barack Obama,636,66.2%
ga,Taliaferro,2012,REP,Mitt Romney,321,33.4%
ga,Taliaferro,2012,LIB,Gary Johnson,4,0.4%
ga,Taliaferro,2012,OTH, Other,-,-
ga,Tattnall,2012,REP,Mitt Romney,"4,702",70.6%
ga,Tattnall,2012,DEM,Barack Obama,"1,894",28.4%
ga,Tattnall,2012,LIB,Gary Johnson,62,0.9%
ga,Tattnall,2012,OTH, Other,-,-
ga,Taylor,2012,REP,Mitt Romney,"1,948",55.1%
ga,Taylor,2012,DEM,Barack Obama,"1,571",44.4%
ga,Taylor,2012,LIB,Gary Johnson,18,0.5%
ga,Taylor,2012,OTH, Other,-,-
ga,Telfair,2012,REP,Mitt Romney,"2,479",57.2%
ga,Telfair,2012,DEM,Barack Obama,"1,804",41.6%
ga,Telfair,2012,LIB,Gary Johnson,51,1.2%
ga,Telfair,2012,OTH, Other,-,-
ga,Terrell,2012,DEM,Barack Obama,"2,544",57.8%
ga,Terrell,2012,REP,Mitt Romney,"1,834",41.7%
ga,Terrell,2012,LIB,Gary Johnson,20,0.5%
ga,Terrell,2012,OTH, Other,-,-
ga,Thomas,2012,REP,Mitt Romney,"11,153",58.9%
ga,Thomas,2012,DEM,Barack Obama,"7,651",40.4%
ga,Thomas,2012,LIB,Gary Johnson,139,0.7%
ga,Thomas,2012,OTH, Other,-,-
ga,Tift,2012,REP,Mitt Romney,"9,171",66.0%
ga,Tift,2012,DEM,Barack Obama,"4,640",33.4%
ga,Tift,2012,LIB,Gary Johnson,82,0.6%
ga,Tift,2012,OTH, Other,-,-
ga,Toombs,2012,REP,Mitt Romney,"6,519",69.8%
ga,Toombs,2012,DEM,Barack Obama,"2,740",29.4%
ga,Toombs,2012,LIB,Gary Johnson,74,0.8%
ga,Toombs,2012,OTH, Other,-,-
ga,Towns,2012,REP,Mitt Romney,"4,834",78.5%
ga,Towns,2012,DEM,Barack Obama,"1,265",20.5%
ga,Towns,2012,LIB,Gary Johnson,60,1.0%
ga,Towns,2012,OTH, Other,-,-
ga,Treutlen,2012,REP,Mitt Romney,"1,646",60.1%
ga,Treutlen,2012,DEM,Barack Obama,"1,068",39.0%
ga,Treutlen,2012,LIB,Gary Johnson,24,0.9%
ga,Treutlen,2012,OTH, Other,-,-
ga,Troup,2012,REP,Mitt Romney,"15,170",58.4%
ga,Troup,2012,DEM,Barack Obama,"10,545",40.6%
ga,Troup,2012,LIB,Gary Johnson,260,1.0%
ga,Troup,2012,OTH, Other,-,-
ga,Turner,2012,REP,Mitt Romney,"2,027",57.0%
ga,Turner,2012,DEM,Barack Obama,"1,508",42.4%
ga,Turner,2012,LIB,Gary Johnson,21,0.6%
ga,Turner,2012,OTH, Other,-,-
ga,Twiggs,2012,DEM,Barack Obama,"2,269",54.0%
ga,Twiggs,2012,REP,Mitt Romney,"1,905",45.4%
ga,Twiggs,2012,LIB,Gary Johnson,25,0.6%
ga,Twiggs,2012,OTH, Other,-,-
ga,Union,2012,REP,Mitt Romney,"8,771",79.2%
ga,Union,2012,DEM,Barack Obama,"2,137",19.3%
ga,Union,2012,LIB,Gary Johnson,164,1.5%
ga,Union,2012,OTH, Other,-,-
ga,Upson,2012,REP,Mitt Romney,"7,229",64.2%
ga,Upson,2012,DEM,Barack Obama,"3,955",35.1%
ga,Upson,2012,LIB,Gary Johnson,73,0.6%
ga,Upson,2012,OTH, Other,-,-
ga,Walker,2012,REP,Mitt Romney,"16,245",74.2%
ga,Walker,2012,DEM,Barack Obama,"5,269",24.1%
ga,Walker,2012,LIB,Gary Johnson,365,1.7%
ga,Walker,2012,OTH, Other,-,-
ga,Walton,2012,REP,Mitt Romney,"29,018",77.2%
ga,Walton,2012,DEM,Barack Obama,"8,139",21.7%
ga,Walton,2012,LIB,Gary Johnson,413,1.1%
ga,Walton,2012,OTH, Other,-,-
ga,Ware,2012,REP,Mitt Romney,"7,933",66.5%
ga,Ware,2012,DEM,Barack Obama,"3,892",32.6%
ga,Ware,2012,LIB,Gary Johnson,98,0.8%
ga,Ware,2012,OTH, Other,-,-
ga,Warren,2012,DEM,Barack Obama,"1,525",60.5%
ga,Warren,2012,REP,Mitt Romney,990,39.3%
ga,Warren,2012,LIB,Gary Johnson,7,0.3%
ga,Warren,2012,OTH, Other,-,-
ga,Washington,2012,DEM,Barack Obama,"4,705",53.5%
ga,Washington,2012,REP,Mitt Romney,"4,033",45.9%
ga,Washington,2012,LIB,Gary Johnson,58,0.7%
ga,Washington,2012,OTH, Other,-,-
ga,Wayne,2012,REP,Mitt Romney,"7,553",73.6%
ga,Wayne,2012,DEM,Barack Obama,"2,594",25.3%
ga,Wayne,2012,LIB,Gary Johnson,111,1.1%
ga,Wayne,2012,OTH, Other,-,-
ga,Webster,2012,REP,Mitt Romney,598,50.9%
ga,Webster,2012,DEM,Barack Obama,573,48.8%
ga,Webster,2012,LIB,Gary Johnson,4,0.3%
ga,Webster,2012,OTH, Other,-,-
ga,Wheeler,2012,REP,Mitt Romney,"1,366",63.2%
ga,Wheeler,2012,DEM,Barack Obama,772,35.7%
ga,Wheeler,2012,LIB,Gary Johnson,22,1.0%
ga,Wheeler,2012,OTH, Other,-,-
ga,White,2012,REP,Mitt Romney,"8,647",82.6%
ga,White,2012,DEM,Barack Obama,"1,670",15.9%
ga,White,2012,LIB,Gary Johnson,154,1.5%
ga,White,2012,OTH, Other,-,-
ga,Whitfield,2012,REP,Mitt Romney,"19,290",71.9%
ga,Whitfield,2012,DEM,Barack Obama,"7,193",26.8%
ga,Whitfield,2012,LIB,Gary Johnson,345,1.3%
ga,Whitfield,2012,OTH, Other,-,-
ga,Wilcox,2012,REP,Mitt Romney,"2,050",65.6%
ga,Wilcox,2012,DEM,Barack Obama,"1,059",33.9%
ga,Wilcox,2012,LIB,Gary Johnson,15,0.5%
ga,Wilcox,2012,OTH, Other,-,-
ga,Wilkes,2012,REP,Mitt Romney,"2,628",55.4%
ga,Wilkes,2012,DEM,Barack Obama,"2,080",43.8%
ga,Wilkes,2012,LIB,Gary Johnson,38,0.8%
ga,Wilkes,2012,OTH, Other,-,-
ga,Wilkinson,2012,REP,Mitt Romney,"2,245",50.5%
ga,Wilkinson,2012,DEM,Barack Obama,"2,180",49.0%
ga,Wilkinson,2012,LIB,Gary Johnson,23,0.5%
ga,Wilkinson,2012,OTH, Other,-,-
ga,Worth,2012,REP,Mitt Romney,"5,864",69.7%
ga,Worth,2012,DEM,Barack Obama,"2,486",29.6%
ga,Worth,2012,LIB,Gary Johnson,60,0.7%
hi,Hawaii,2012,DEM,Barack Obama,"46,670",74.5%
hi,Hawaii,2012,REP,Mitt Romney,"14,541",23.2%
hi,Hawaii,2012,LIB,Gary Johnson,740,1.2%
hi,Hawaii,2012,OTH, Other,702,1.1%
hi,Honolulu,2012,DEM,Barack Obama,"201,803",68.9%
hi,Honolulu,2012,REP,Mitt Romney,"87,255",29.8%
hi,Honolulu,2012,LIB,Gary Johnson,"2,217",0.8%
hi,Honolulu,2012,OTH, Other,"1,650",0.6%
hi,Kalawao,2012,OTH, Other,-,-
hi,Kalawao,2012,REP,Mitt Romney,-,-
hi,Kalawao,2012,LIB,Gary Johnson,-,-
hi,Kalawao,2012,DEM,Barack Obama,-,-
hi,Kauai,2012,DEM,Barack Obama,"18,638",73.5%
hi,Kauai,2012,REP,Mitt Romney,"6,121",24.1%
hi,Kauai,2012,OTH, Other,338,1.3%
hi,Kauai,2012,LIB,Gary Johnson,272,1.1%
hi,Maui,2012,DEM,Barack Obama,"35,979",74.1%
hi,Maui,2012,REP,Mitt Romney,"11,577",23.8%
hi,Maui,2012,LIB,Gary Johnson,560,1.2%
ia,Adair,2012,REP,Mitt Romney,"2,110",53.3%
ia,Adair,2012,DEM,Barack Obama,"1,788",45.2%
ia,Adair,2012,OTH, Other,31,0.8%
ia,Adair,2012,LIB,Gary Johnson,30,0.8%
ia,Adams,2012,REP,Mitt Romney,"1,103",51.1%
ia,Adams,2012,DEM,Barack Obama,"1,018",47.2%
ia,Adams,2012,OTH, Other,21,1.0%
ia,Adams,2012,LIB,Gary Johnson,16,0.7%
ia,Allamakee,2012,DEM,Barack Obama,"3,511",51.5%
ia,Allamakee,2012,REP,Mitt Romney,"3,230",47.3%
ia,Allamakee,2012,OTH, Other,56,0.8%
ia,Allamakee,2012,LIB,Gary Johnson,27,0.4%
ia,Appanoose,2012,REP,Mitt Romney,"3,153",51.1%
ia,Appanoose,2012,DEM,Barack Obama,"2,934",47.5%
ia,Appanoose,2012,OTH, Other,45,0.7%
ia,Appanoose,2012,LIB,Gary Johnson,44,0.7%
ia,Audubon,2012,REP,Mitt Romney,"1,800",52.3%
ia,Audubon,2012,DEM,Barack Obama,"1,608",46.8%
ia,Audubon,2012,OTH, Other,19,0.6%
ia,Audubon,2012,LIB,Gary Johnson,12,0.3%
ia,Benton,2012,REP,Mitt Romney,"6,935",49.7%
ia,Benton,2012,DEM,Barack Obama,"6,850",49.1%
ia,Benton,2012,LIB,Gary Johnson,100,0.7%
ia,Benton,2012,OTH, Other,74,0.5%
ia,Black Hawk,2012,DEM,Barack Obama,"39,338",59.4%
ia,Black Hawk,2012,REP,Mitt Romney,"26,078",39.4%
ia,Black Hawk,2012,LIB,Gary Johnson,536,0.8%
ia,Black Hawk,2012,OTH, Other,253,0.4%
ia,Boone,2012,DEM,Barack Obama,"7,457",52.4%
ia,Boone,2012,REP,Mitt Romney,"6,540",45.9%
ia,Boone,2012,OTH, Other,121,0.8%
ia,Boone,2012,LIB,Gary Johnson,119,0.8%
ia,Bremer,2012,DEM,Barack Obama,"6,710",50.8%
ia,Bremer,2012,REP,Mitt Romney,"6,383",48.3%
ia,Bremer,2012,LIB,Gary Johnson,82,0.6%
ia,Bremer,2012,OTH, Other,43,0.3%
ia,Buchanan,2012,DEM,Barack Obama,"5,903",56.3%
ia,Buchanan,2012,REP,Mitt Romney,"4,443",42.4%
ia,Buchanan,2012,OTH, Other,67,0.6%
ia,Buchanan,2012,LIB,Gary Johnson,65,0.6%
ia,Buena Vista,2012,REP,Mitt Romney,"4,548",54.7%
ia,Buena Vista,2012,DEM,Barack Obama,"3,683",44.3%
ia,Buena Vista,2012,LIB,Gary Johnson,56,0.7%
ia,Buena Vista,2012,OTH, Other,35,0.4%
ia,Butler,2012,REP,Mitt Romney,"4,104",54.6%
ia,Butler,2012,DEM,Barack Obama,"3,321",44.2%
ia,Butler,2012,OTH, Other,52,0.7%
ia,Butler,2012,LIB,Gary Johnson,33,0.4%
ia,Calhoun,2012,REP,Mitt Romney,"2,890",55.7%
ia,Calhoun,2012,DEM,Barack Obama,"2,232",43.0%
ia,Calhoun,2012,LIB,Gary Johnson,39,0.8%
ia,Calhoun,2012,OTH, Other,29,0.6%
ia,Carroll,2012,REP,Mitt Romney,"5,577",52.7%
ia,Carroll,2012,DEM,Barack Obama,"4,912",46.4%
ia,Carroll,2012,OTH, Other,50,0.5%
ia,Carroll,2012,LIB,Gary Johnson,42,0.4%
ia,Cass,2012,REP,Mitt Romney,"4,212",58.8%
ia,Cass,2012,DEM,Barack Obama,"2,856",39.8%
ia,Cass,2012,OTH, Other,53,0.7%
ia,Cass,2012,LIB,Gary Johnson,46,0.6%
ia,Cedar,2012,DEM,Barack Obama,"4,931",51.6%
ia,Cedar,2012,REP,Mitt Romney,"4,510",47.2%
ia,Cedar,2012,LIB,Gary Johnson,72,0.8%
ia,Cedar,2012,OTH, Other,35,0.4%
ia,Cerro Gordo,2012,DEM,Barack Obama,"13,204",56.1%
ia,Cerro Gordo,2012,REP,Mitt Romney,"10,084",42.8%
ia,Cerro Gordo,2012,LIB,Gary Johnson,145,0.6%
ia,Cerro Gordo,2012,OTH, Other,115,0.5%
ia,Cherokee,2012,REP,Mitt Romney,"3,656",57.4%
ia,Cherokee,2012,DEM,Barack Obama,"2,623",41.2%
ia,Cherokee,2012,LIB,Gary Johnson,45,0.7%
ia,Cherokee,2012,OTH, Other,43,0.7%
ia,Chickasaw,2012,DEM,Barack Obama,"3,552",55.0%
ia,Chickasaw,2012,REP,Mitt Romney,"2,836",43.9%
ia,Chickasaw,2012,OTH, Other,39,0.6%
ia,Chickasaw,2012,LIB,Gary Johnson,35,0.5%
ia,Clarke,2012,DEM,Barack Obama,"2,187",49.7%
ia,Clarke,2012,REP,Mitt Romney,"2,124",48.3%
ia,Clarke,2012,OTH, Other,49,1.1%
ia,Clarke,2012,LIB,Gary Johnson,38,0.9%
ia,Clay,2012,REP,Mitt Romney,"4,934",58.7%
ia,Clay,2012,DEM,Barack Obama,"3,363",40.0%
ia,Clay,2012,LIB,Gary Johnson,57,0.7%
ia,Clay,2012,OTH, Other,46,0.5%
ia,Clayton,2012,DEM,Barack Obama,"4,768",52.8%
ia,Clayton,2012,REP,Mitt Romney,"4,146",45.9%
ia,Clayton,2012,OTH, Other,64,0.7%
ia,Clayton,2012,LIB,Gary Johnson,57,0.6%
ia,Clinton,2012,DEM,Barack Obama,"15,123",60.8%
ia,Clinton,2012,REP,Mitt Romney,"9,423",37.9%
ia,Clinton,2012,LIB,Gary Johnson,187,0.8%
ia,Clinton,2012,OTH, Other,140,0.6%
ia,Crawford,2012,REP,Mitt Romney,"3,584",53.6%
ia,Crawford,2012,DEM,Barack Obama,"3,035",45.4%
ia,Crawford,2012,OTH, Other,35,0.5%
ia,Crawford,2012,LIB,Gary Johnson,32,0.5%
ia,Dallas,2012,REP,Mitt Romney,"20,921",55.3%
ia,Dallas,2012,DEM,Barack Obama,"16,466",43.6%
ia,Dallas,2012,LIB,Gary Johnson,272,0.7%
ia,Dallas,2012,OTH, Other,140,0.4%
ia,Davis,2012,REP,Mitt Romney,"2,133",57.1%
ia,Davis,2012,DEM,Barack Obama,"1,518",40.6%
ia,Davis,2012,OTH, Other,49,1.3%
ia,Davis,2012,LIB,Gary Johnson,38,1.0%
ia,Decatur,2012,REP,Mitt Romney,"1,945",51.0%
ia,Decatur,2012,DEM,Barack Obama,"1,790",47.0%
ia,Decatur,2012,OTH, Other,44,1.2%
ia,Decatur,2012,LIB,Gary Johnson,33,0.9%
ia,Delaware,2012,REP,Mitt Romney,"4,628",49.6%
ia,Delaware,2012,DEM,Barack Obama,"4,605",49.4%
ia,Delaware,2012,LIB,Gary Johnson,46,0.5%
ia,Delaware,2012,OTH, Other,44,0.5%
ia,Des Moines,2012,DEM,Barack Obama,"11,873",58.6%
ia,Des Moines,2012,REP,Mitt Romney,"8,130",40.1%
ia,Des Moines,2012,LIB,Gary Johnson,137,0.7%
ia,Des Moines,2012,OTH, Other,124,0.6%
ia,Dickinson,2012,REP,Mitt Romney,"5,911",58.4%
ia,Dickinson,2012,DEM,Barack Obama,"4,088",40.4%
ia,Dickinson,2012,LIB,Gary Johnson,68,0.7%
ia,Dickinson,2012,OTH, Other,51,0.5%
ia,Dubuque,2012,DEM,Barack Obama,"28,600",56.6%
ia,Dubuque,2012,REP,Mitt Romney,"21,265",42.1%
ia,Dubuque,2012,LIB,Gary Johnson,433,0.9%
ia,Dubuque,2012,OTH, Other,218,0.4%
ia,Emmet,2012,REP,Mitt Romney,"2,499",53.8%
ia,Emmet,2012,DEM,Barack Obama,"2,087",44.9%
ia,Emmet,2012,OTH, Other,33,0.7%
ia,Emmet,2012,LIB,Gary Johnson,27,0.6%
ia,Fayette,2012,DEM,Barack Obama,"5,709",55.4%
ia,Fayette,2012,REP,Mitt Romney,"4,484",43.5%
ia,Fayette,2012,OTH, Other,61,0.6%
ia,Fayette,2012,LIB,Gary Johnson,55,0.5%
ia,Floyd,2012,DEM,Barack Obama,"4,674",56.8%
ia,Floyd,2012,REP,Mitt Romney,"3,466",42.1%
ia,Floyd,2012,OTH, Other,45,0.5%
ia,Floyd,2012,LIB,Gary Johnson,43,0.5%
ia,Franklin,2012,REP,Mitt Romney,"2,818",54.9%
ia,Franklin,2012,DEM,Barack Obama,"2,256",44.0%
ia,Franklin,2012,LIB,Gary Johnson,33,0.6%
ia,Franklin,2012,OTH, Other,26,0.5%
ia,Fremont,2012,REP,Mitt Romney,"1,971",53.9%
ia,Fremont,2012,DEM,Barack Obama,"1,636",44.8%
ia,Fremont,2012,LIB,Gary Johnson,24,0.7%
ia,Fremont,2012,OTH, Other,24,0.7%
ia,Greene,2012,REP,Mitt Romney,"2,373",49.4%
ia,Greene,2012,DEM,Barack Obama,"2,369",49.3%
ia,Greene,2012,OTH, Other,33,0.7%
ia,Greene,2012,LIB,Gary Johnson,29,0.6%
ia,Grundy,2012,REP,Mitt Romney,"4,205",61.0%
ia,Grundy,2012,DEM,Barack Obama,"2,615",38.0%
ia,Grundy,2012,OTH, Other,37,0.5%
ia,Grundy,2012,LIB,Gary Johnson,33,0.5%
ia,Guthrie,2012,REP,Mitt Romney,"3,164",54.2%
ia,Guthrie,2012,DEM,Barack Obama,"2,565",43.9%
ia,Guthrie,2012,LIB,Gary Johnson,74,1.3%
ia,Guthrie,2012,OTH, Other,40,0.7%
ia,Hamilton,2012,REP,Mitt Romney,"3,986",50.6%
ia,Hamilton,2012,DEM,Barack Obama,"3,776",48.0%
ia,Hamilton,2012,OTH, Other,57,0.7%
ia,Hamilton,2012,LIB,Gary Johnson,53,0.7%
ia,Hancock,2012,REP,Mitt Romney,"3,306",56.2%
ia,Hancock,2012,DEM,Barack Obama,"2,506",42.6%
ia,Hancock,2012,LIB,Gary Johnson,38,0.6%
ia,Hancock,2012,OTH, Other,31,0.5%
ia,Hardin,2012,REP,Mitt Romney,"4,647",53.0%
ia,Hardin,2012,DEM,Barack Obama,"4,021",45.8%
ia,Hardin,2012,OTH, Other,54,0.6%
ia,Hardin,2012,LIB,Gary Johnson,53,0.6%
ia,Harrison,2012,REP,Mitt Romney,"4,059",55.7%
ia,Harrison,2012,DEM,Barack Obama,"3,131",43.0%
ia,Harrison,2012,LIB,Gary Johnson,52,0.7%
ia,Harrison,2012,OTH, Other,40,0.5%
ia,Henry,2012,REP,Mitt Romney,"5,025",52.3%
ia,Henry,2012,DEM,Barack Obama,"4,451",46.3%
ia,Henry,2012,OTH, Other,71,0.7%
ia,Henry,2012,LIB,Gary Johnson,66,0.7%
ia,Howard,2012,DEM,Barack Obama,"2,767",59.8%
ia,Howard,2012,REP,Mitt Romney,"1,793",38.8%
ia,Howard,2012,LIB,Gary Johnson,41,0.9%
ia,Howard,2012,OTH, Other,24,0.5%
ia,Humboldt,2012,REP,Mitt Romney,"3,099",60.5%
ia,Humboldt,2012,DEM,Barack Obama,"1,967",38.4%
ia,Humboldt,2012,OTH, Other,35,0.7%
ia,Humboldt,2012,LIB,Gary Johnson,23,0.4%
ia,Ida,2012,REP,Mitt Romney,"2,276",62.8%
ia,Ida,2012,DEM,Barack Obama,"1,317",36.3%
ia,Ida,2012,OTH, Other,19,0.5%
ia,Ida,2012,LIB,Gary Johnson,14,0.4%
ia,Iowa,2012,REP,Mitt Romney,"4,551",51.8%
ia,Iowa,2012,DEM,Barack Obama,"4,118",46.9%
ia,Iowa,2012,OTH, Other,67,0.8%
ia,Iowa,2012,LIB,Gary Johnson,52,0.6%
ia,Jackson,2012,DEM,Barack Obama,"5,877",57.8%
ia,Jackson,2012,REP,Mitt Romney,"4,171",41.0%
ia,Jackson,2012,LIB,Gary Johnson,67,0.7%
ia,Jackson,2012,OTH, Other,51,0.5%
ia,Jasper,2012,DEM,Barack Obama,"10,240",52.8%
ia,Jasper,2012,REP,Mitt Romney,"8,868",45.7%
ia,Jasper,2012,LIB,Gary Johnson,148,0.8%
ia,Jasper,2012,OTH, Other,129,0.7%
ia,Jefferson,2012,DEM,Barack Obama,"4,772",56.8%
ia,Jefferson,2012,REP,Mitt Romney,"3,429",40.8%
ia,Jefferson,2012,LIB,Gary Johnson,125,1.5%
ia,Jefferson,2012,OTH, Other,79,0.9%
ia,Johnson,2012,DEM,Barack Obama,"50,090",66.9%
ia,Johnson,2012,REP,Mitt Romney,"23,556",31.4%
ia,Johnson,2012,LIB,Gary Johnson,838,1.1%
ia,Johnson,2012,OTH, Other,444,0.6%
ia,Jones,2012,DEM,Barack Obama,"5,514",53.2%
ia,Jones,2012,REP,Mitt Romney,"4,712",45.4%
ia,Jones,2012,LIB,Gary Johnson,83,0.8%
ia,Jones,2012,OTH, Other,62,0.6%
ia,Keokuk,2012,REP,Mitt Romney,"2,840",54.4%
ia,Keokuk,2012,DEM,Barack Obama,"2,298",44.0%
ia,Keokuk,2012,OTH, Other,48,0.9%
ia,Keokuk,2012,LIB,Gary Johnson,35,0.7%
ia,Kossuth,2012,REP,Mitt Romney,"4,914",55.6%
ia,Kossuth,2012,DEM,Barack Obama,"3,824",43.3%
ia,Kossuth,2012,OTH, Other,54,0.6%
ia,Kossuth,2012,LIB,Gary Johnson,41,0.5%
ia,Lee,2012,DEM,Barack Obama,"9,428",57.2%
ia,Lee,2012,REP,Mitt Romney,"6,787",41.2%
ia,Lee,2012,LIB,Gary Johnson,152,0.9%
ia,Lee,2012,OTH, Other,121,0.7%
ia,Linn,2012,DEM,Barack Obama,"68,028",58.1%
ia,Linn,2012,REP,Mitt Romney,"47,427",40.5%
ia,Linn,2012,LIB,Gary Johnson,"1,225",1.0%
ia,Linn,2012,OTH, Other,442,0.4%
ia,Louisa,2012,DEM,Barack Obama,"2,449",49.8%
ia,Louisa,2012,REP,Mitt Romney,"2,416",49.1%
ia,Louisa,2012,OTH, Other,37,0.8%
ia,Louisa,2012,LIB,Gary Johnson,19,0.4%
ia,Lucas,2012,REP,Mitt Romney,"2,248",52.6%
ia,Lucas,2012,DEM,Barack Obama,"1,977",46.3%
ia,Lucas,2012,OTH, Other,28,0.7%
ia,Lucas,2012,LIB,Gary Johnson,20,0.5%
ia,Lyon,2012,REP,Mitt Romney,"4,965",76.8%
ia,Lyon,2012,DEM,Barack Obama,"1,416",21.9%
ia,Lyon,2012,OTH, Other,46,0.7%
ia,Lyon,2012,LIB,Gary Johnson,39,0.6%
ia,Madison,2012,REP,Mitt Romney,"4,492",55.2%
ia,Madison,2012,DEM,Barack Obama,"3,508",43.1%
ia,Madison,2012,LIB,Gary Johnson,85,1.0%
ia,Madison,2012,OTH, Other,55,0.7%
ia,Mahaska,2012,REP,Mitt Romney,"6,420",59.6%
ia,Mahaska,2012,DEM,Barack Obama,"4,207",39.0%
ia,Mahaska,2012,LIB,Gary Johnson,81,0.8%
ia,Mahaska,2012,OTH, Other,69,0.6%
ia,Marion,2012,REP,Mitt Romney,"9,810",55.9%
ia,Marion,2012,DEM,Barack Obama,"7,478",42.6%
ia,Marion,2012,LIB,Gary Johnson,149,0.8%
ia,Marion,2012,OTH, Other,99,0.6%
ia,Marshall,2012,DEM,Barack Obama,"10,085",53.9%
ia,Marshall,2012,REP,Mitt Romney,"8,411",44.9%
ia,Marshall,2012,OTH, Other,119,0.6%
ia,Marshall,2012,LIB,Gary Johnson,112,0.6%
ia,Mills,2012,REP,Mitt Romney,"4,211",58.7%
ia,Mills,2012,DEM,Barack Obama,"2,842",39.6%
ia,Mills,2012,LIB,Gary Johnson,68,0.9%
ia,Mills,2012,OTH, Other,48,0.7%
ia,Mitchell,2012,DEM,Barack Obama,"2,831",50.7%
ia,Mitchell,2012,REP,Mitt Romney,"2,643",47.4%
ia,Mitchell,2012,OTH, Other,66,1.2%
ia,Mitchell,2012,LIB,Gary Johnson,40,0.7%
ia,Monona,2012,REP,Mitt Romney,"2,555",54.3%
ia,Monona,2012,DEM,Barack Obama,"2,098",44.6%
ia,Monona,2012,LIB,Gary Johnson,28,0.6%
ia,Monona,2012,OTH, Other,26,0.6%
ia,Monroe,2012,REP,Mitt Romney,"2,022",53.2%
ia,Monroe,2012,DEM,Barack Obama,"1,729",45.5%
ia,Monroe,2012,OTH, Other,30,0.8%
ia,Monroe,2012,LIB,Gary Johnson,21,0.6%
ia,Montgomery,2012,REP,Mitt Romney,"2,999",60.0%
ia,Montgomery,2012,DEM,Barack Obama,"1,919",38.4%
