"state","county","year","party","candidate","votes","pct"
"AZ","Yuma",2004,"REP","George Bush",18398,59.2
"AZ","Yuma",2004,"DEM","John Kerry",12668,40.8
"CA","Alameda",2004,"DEM","John Kerry",326675,75.2
"CA","Alameda",2004,"REP","George Bush",107489,24.8
"CA","Alameda",2004,"GRN","Ralph Nader",NA,NA
"CA","Alpine",2004,"DEM","John Kerry",373,54.5
"CA","Alpine",2004,"REP","George Bush",311,45.5
"CA","Alpine",2004,"GRN","Ralph Nader",NA,NA
"CA","Amador",2004,"REP","George Bush",10479,62.8
"CA","Amador",2004,"DEM","John Kerry",6211,37.2
"CA","Amador",2004,"GRN","Ralph Nader",NA,NA
"CA","Butte",2004,"REP","George Bush",42645,54.9
"CA","Butte",2004,"DEM","John Kerry",35073,45.1
"CA","Butte",2004,"GRN","Ralph Nader",NA,NA
"CA","Calaveras",2004,"REP","George Bush",12469,61.7
"CA","Calaveras",2004,"DEM","John Kerry",7750,38.3
"CA","Calaveras",2004,"GRN","Ralph Nader",NA,NA
"CA","Colusa",2004,"REP","George Bush",3938,67.9
"CA","Colusa",2004,"DEM","John Kerry",1858,32.1
"CA","Colusa",2004,"GRN","Ralph Nader",NA,NA
"CA","Contra Costa",2004,"DEM","John Kerry",221449,62.9
"CA","Contra Costa",2004,"REP","George Bush",130527,37.1
"CA","Contra Costa",2004,"GRN","Ralph Nader",NA,NA
"CA","Del Norte",2004,"REP","George Bush",5125,57.8
"CA","Del Norte",2004,"DEM","John Kerry",3736,42.2
"CA","Del Norte",2004,"GRN","Ralph Nader",NA,NA
"CA","El Dorado",2004,"REP","George Bush",34514,61.6
"CA","El Dorado",2004,"DEM","John Kerry",21478,38.4
"CA","El Dorado",2004,"GRN","Ralph Nader",NA,NA
"CA","Fresno",2004,"REP","George Bush",120272,58.3
"CA","Fresno",2004,"DEM","John Kerry",85943,41.7
"CA","Fresno",2004,"GRN","Ralph Nader",NA,NA
"CA","Glenn",2004,"REP","George Bush",6299,67.8
"CA","Glenn",2004,"DEM","John Kerry",2985,32.2
"CA","Glenn",2004,"GRN","Ralph Nader",NA,NA
"CA","Humboldt",2004,"DEM","John Kerry",34270,59.8
"CA","Humboldt",2004,"REP","George Bush",23014,40.2
"CA","Humboldt",2004,"GRN","Ralph Nader",NA,NA
"CA","Imperial",2004,"DEM","John Kerry",13955,54.5
"CA","Imperial",2004,"REP","George Bush",11628,45.5
"CA","Imperial",2004,"GRN","Ralph Nader",NA,NA
"CA","Inyo",2004,"REP","George Bush",4559,60.1
"CA","Inyo",2004,"DEM","John Kerry",3021,39.9
"CA","Inyo",2004,"GRN","Ralph Nader",NA,NA
"CA","Kern",2004,"REP","George Bush",118571,67.5
"CA","Kern",2004,"DEM","John Kerry",57129,32.5
"CA","Kern",2004,"GRN","Ralph Nader",NA,NA
"CA","Kings",2004,"REP","George Bush",16846,65.7
"CA","Kings",2004,"DEM","John Kerry",8788,34.3
"CA","Kings",2004,"GRN","Ralph Nader",NA,NA
"CA","Lake",2004,"DEM","John Kerry",9679,54.2
"CA","Lake",2004,"REP","George Bush",8185,45.8
"CA","Lake",2004,"GRN","Ralph Nader",NA,NA
"CA","Lassen",2004,"REP","George Bush",7373,72
"CA","Lassen",2004,"DEM","John Kerry",2867,28
"CA","Lassen",2004,"GRN","Ralph Nader",NA,NA
"CA","Los Angeles",2004,"DEM","John Kerry",1670341,63.6
"CA","Los Angeles",2004,"REP","George Bush",954764,36.4
"CA","Los Angeles",2004,"GRN","Ralph Nader",NA,NA
"CA","Madera",2004,"REP","George Bush",21881,64.9
"CA","Madera",2004,"DEM","John Kerry",11841,35.1
"CA","Madera",2004,"GRN","Ralph Nader",NA,NA
"CA","Marin",2004,"DEM","John Kerry",73946,73.9
"CA","Marin",2004,"REP","George Bush",26141,26.1
"CA","Marin",2004,"GRN","Ralph Nader",NA,NA
"CA","Mariposa",2004,"REP","George Bush",4750,61.6
"CA","Mariposa",2004,"DEM","John Kerry",2961,38.4
"CA","Mariposa",2004,"GRN","Ralph Nader",NA,NA
"CA","Mendocino",2004,"DEM","John Kerry",22276,65.1
"CA","Mendocino",2004,"REP","George Bush",11963,34.9
"CA","Mendocino",2004,"GRN","Ralph Nader",NA,NA
"CA","Merced",2004,"REP","George Bush",29968,57.2
"CA","Merced",2004,"DEM","John Kerry",22403,42.8
"CA","Merced",2004,"GRN","Ralph Nader",NA,NA
"CA","Modoc",2004,"REP","George Bush",2987,74
"CA","Modoc",2004,"DEM","John Kerry",1049,26
"CA","Modoc",2004,"GRN","Ralph Nader",NA,NA
"CA","Mono",2004,"REP","George Bush",2200,50
"CA","Mono",2004,"DEM","John Kerry",2200,50
"CA","Mono",2004,"GRN","Ralph Nader",NA,NA
"CA","Monterey",2004,"DEM","John Kerry",48415,60.7
"CA","Monterey",2004,"REP","George Bush",31382,39.3
"CA","Monterey",2004,"GRN","Ralph Nader",NA,NA
"CA","Napa",2004,"DEM","John Kerry",28860,60.4
"CA","Napa",2004,"REP","George Bush",18886,39.6
"CA","Napa",2004,"GRN","Ralph Nader",NA,NA
"CA","Nevada",2004,"REP","George Bush",25078,54.8
"CA","Nevada",2004,"DEM","John Kerry",20716,45.2
"CA","Nevada",2004,"GRN","Ralph Nader",NA,NA
"CA","Orange",2004,"REP","George Bush",455500,60.3
"CA","Orange",2004,"DEM","John Kerry",300490,39.7
"CA","Orange",2004,"GRN","Ralph Nader",NA,NA
"CA","Placer",2004,"REP","George Bush",84551,63.1
"CA","Placer",2004,"DEM","John Kerry",49519,36.9
"CA","Placer",2004,"GRN","Ralph Nader",NA,NA
"CA","Plumas",2004,"REP","George Bush",6681,63
"CA","Plumas",2004,"DEM","John Kerry",3923,37
"CA","Plumas",2004,"GRN","Ralph Nader",NA,NA
"CA","Riverside",2004,"REP","George Bush",263147,58.4
"CA","Riverside",2004,"DEM","John Kerry",187823,41.6
"CA","Riverside",2004,"GRN","Ralph Nader",NA,NA
"CA","Sacramento",2004,"DEM","John Kerry",175725,50.6
"CA","Sacramento",2004,"REP","George Bush",171569,49.4
"CA","Sacramento",2004,"GRN","Ralph Nader",NA,NA
"CA","San Benito",2004,"DEM","John Kerry",7253,54.1
"CA","San Benito",2004,"REP","George Bush",6158,45.9
"CA","San Benito",2004,"GRN","Ralph Nader",NA,NA
"CA","San Bernardino",2004,"REP","George Bush",226133,56.3
"CA","San Bernardino",2004,"DEM","John Kerry",175533,43.7
"CA","San Bernardino",2004,"GRN","Ralph Nader",NA,NA
"CA","San Diego",2004,"REP","George Bush",439242,52.7
"CA","San Diego",2004,"DEM","John Kerry",394752,47.3
"CA","San Diego",2004,"GRN","Ralph Nader",NA,NA
"CA","San Francisco",2004,"DEM","John Kerry",222013,84.4
"CA","San Francisco",2004,"REP","George Bush",41157,15.6
"CA","San Francisco",2004,"GRN","Ralph Nader",NA,NA
"CA","San Joaquin",2004,"REP","George Bush",87336,53.8
"CA","San Joaquin",2004,"DEM","John Kerry",74868,46.2
"CA","San Joaquin",2004,"GRN","Ralph Nader",NA,NA
"CA","San Luis Obispo",2004,"REP","George Bush",53683,53.3
"CA","San Luis Obispo",2004,"DEM","John Kerry",47079,46.7
"CA","San Luis Obispo",2004,"GRN","Ralph Nader",NA,NA
"CA","San Mateo",2004,"DEM","John Kerry",156570,70.3
"CA","San Mateo",2004,"REP","George Bush",66152,29.7
"CA","San Mateo",2004,"GRN","Ralph Nader",NA,NA
"CA","Santa Barbara",2004,"DEM","John Kerry",60565,55.6
"CA","Santa Barbara",2004,"REP","George Bush",48451,44.4
"CA","Santa Barbara",2004,"GRN","Ralph Nader",NA,NA
"CA","Santa Clara",2004,"DEM","John Kerry",280016,64.9
"CA","Santa Clara",2004,"REP","George Bush",151660,35.1
"CA","Santa Clara",2004,"GRN","Ralph Nader",NA,NA
"CA","Santa Cruz",2004,"DEM","John Kerry",74302,74.6
"CA","Santa Cruz",2004,"REP","George Bush",25297,25.4
"CA","Santa Cruz",2004,"GRN","Ralph Nader",NA,NA
"CA","Shasta",2004,"REP","George Bush",45392,68.4
"CA","Shasta",2004,"DEM","John Kerry",20980,31.6
"CA","Shasta",2004,"GRN","Ralph Nader",NA,NA
"CA","Sierra",2004,"REP","George Bush",1429,68.9
"CA","Sierra",2004,"DEM","John Kerry",646,31.1
"CA","Sierra",2004,"GRN","Ralph Nader",NA,NA
"CA","Siskiyou",2004,"REP","George Bush",10399,61.4
"CA","Siskiyou",2004,"DEM","John Kerry",6545,38.6
"CA","Siskiyou",2004,"GRN","Ralph Nader",NA,NA
"CA","Solano",2004,"DEM","John Kerry",69729,58.4
"CA","Solano",2004,"REP","George Bush",49710,41.6
"CA","Solano",2004,"GRN","Ralph Nader",NA,NA
"CA","Sonoma",2004,"DEM","John Kerry",119821,68.3
"CA","Sonoma",2004,"REP","George Bush",55541,31.7
"CA","Sonoma",2004,"GRN","Ralph Nader",NA,NA
"CA","Stanislaus",2004,"REP","George Bush",70981,58.8
"CA","Stanislaus",2004,"DEM","John Kerry",49640,41.2
"CA","Stanislaus",2004,"GRN","Ralph Nader",NA,NA
"CA","Sutter",2004,"REP","George Bush",17329,67.7
"CA","Sutter",2004,"DEM","John Kerry",8254,32.3
"CA","Sutter",2004,"GRN","Ralph Nader",NA,NA
"CA","Tehama",2004,"REP","George Bush",13384,67.3
"CA","Tehama",2004,"DEM","John Kerry",6505,32.7
"CA","Tehama",2004,"GRN","Ralph Nader",NA,NA
"CA","Trinity",2004,"REP","George Bush",3406,55.9
"CA","Trinity",2004,"DEM","John Kerry",2682,44.1
"CA","Trinity",2004,"GRN","Ralph Nader",NA,NA
"CA","Tulare",2004,"REP","George Bush",56556,66.9
"CA","Tulare",2004,"DEM","John Kerry",27989,33.1
"CA","Tulare",2004,"GRN","Ralph Nader",NA,NA
"CA","Tuolumne",2004,"REP","George Bush",14001,60.9
"CA","Tuolumne",2004,"DEM","John Kerry",8971,39.1
"CA","Tuolumne",2004,"GRN","Ralph Nader",NA,NA
"CA","Ventura",2004,"REP","George Bush",109007,51.3
"CA","Ventura",2004,"DEM","John Kerry",103360,48.7
"CA","Ventura",2004,"GRN","Ralph Nader",NA,NA
"CA","Yolo",2004,"DEM","John Kerry",38190,60.8
"CA","Yolo",2004,"REP","George Bush",24594,39.2
"CA","Yolo",2004,"GRN","Ralph Nader",NA,NA
"CA","Yuba",2004,"REP","George Bush",10805,68.1
"CA","Yuba",2004,"DEM","John Kerry",5064,31.9
"CO","Adams",2004,"DEM","John Kerry",65081,50.7
"CO","Adams",2004,"REP","George Bush",62485,48.7
"CO","Adams",2004,"GRN","Ralph Nader",767,0.6
"CO","Alamosa",2004,"REP","George Bush",3137,51
"CO","Alamosa",2004,"DEM","John Kerry",2975,48.4
"CO","Alamosa",2004,"GRN","Ralph Nader",39,0.6
"CO","Arapahoe",2004,"REP","George Bush",114703,51.9
"CO","Arapahoe",2004,"DEM","John Kerry",105008,47.6
"CO","Arapahoe",2004,"GRN","Ralph Nader",1108,0.5
"CO","Archuleta",2004,"REP","George Bush",2555,54.3
"CO","Archuleta",2004,"DEM","John Kerry",2111,44.9
"CO","Archuleta",2004,"GRN","Ralph Nader",40,0.8
"CO","Baca",2004,"REP","George Bush",1673,77.2
"CO","Baca",2004,"DEM","John Kerry",482,22.3
"CO","Baca",2004,"GRN","Ralph Nader",11,0.5
"CO","Bent",2004,"REP","George Bush",1310,62.7
"CO","Bent",2004,"DEM","John Kerry",757,36.3
"CO","Bent",2004,"GRN","Ralph Nader",21,1
"CO","Boulder",2004,"DEM","John Kerry",65864,70.5
"CO","Boulder",2004,"REP","George Bush",27039,28.9
"CO","Boulder",2004,"GRN","Ralph Nader",512,0.5
"CO","Broomfield",2004,"REP","George Bush",11847,52.1
"CO","Broomfield",2004,"DEM","John Kerry",10760,47.3
"CO","Broomfield",2004,"GRN","Ralph Nader",134,0.6
"CO","Chaffee",2004,"REP","George Bush",4634,55.8
"CO","Chaffee",2004,"DEM","John Kerry",3595,43.3
"CO","Chaffee",2004,"GRN","Ralph Nader",73,0.9
"CO","Cheyenne",2004,"REP","George Bush",902,81.9
"CO","Cheyenne",2004,"DEM","John Kerry",193,17.5
"CO","Cheyenne",2004,"GRN","Ralph Nader",7,0.6
"CO","Clear Creek",2004,"DEM","John Kerry",2899,53.6
"CO","Clear Creek",2004,"REP","George Bush",2467,45.6
"CO","Clear Creek",2004,"GRN","Ralph Nader",45,0.8
"CO","Conejos",2004,"DEM","John Kerry",1889,50.2
"CO","Conejos",2004,"REP","George Bush",1855,49.3
"CO","Conejos",2004,"GRN","Ralph Nader",19,0.5
"CO","Costilla",2004,"DEM","John Kerry",1149,67.2
"CO","Costilla",2004,"REP","George Bush",547,32
"CO","Costilla",2004,"GRN","Ralph Nader",15,0.9
"CO","Crowley",2004,"REP","George Bush",977,67.5
"CO","Crowley",2004,"DEM","John Kerry",469,32.4
"CO","Crowley",2004,"GRN","Ralph Nader",1,0.1
"CO","Custer",2004,"REP","George Bush",1644,68.8
"CO","Custer",2004,"DEM","John Kerry",733,30.7
"CO","Custer",2004,"GRN","Ralph Nader",13,0.5
"CO","Delta",2004,"REP","George Bush",9563,69.1
"CO","Delta",2004,"DEM","John Kerry",4165,30.1
"CO","Delta",2004,"GRN","Ralph Nader",104,0.8
"CO","Denver",2004,"DEM","John Kerry",148599,69.9
"CO","Denver",2004,"REP","George Bush",62868,29.6
"CO","Denver",2004,"GRN","Ralph Nader",1213,0.6
"CO","Dolores",2004,"REP","George Bush",785,69.7
"CO","Dolores",2004,"DEM","John Kerry",333,29.5
"CO","Dolores",2004,"GRN","Ralph Nader",9,0.8
"CO","Douglas",2004,"REP","George Bush",79115,66.8
"CO","Douglas",2004,"DEM","John Kerry",38956,32.9
"CO","Douglas",2004,"GRN","Ralph Nader",406,0.3
"CO","Eagle",2004,"DEM","John Kerry",9630,52.9
"CO","Eagle",2004,"REP","George Bush",8469,46.5
"CO","Eagle",2004,"GRN","Ralph Nader",117,0.6
"CO","El Paso",2004,"REP","George Bush",156210,67.2
"CO","El Paso",2004,"DEM","John Kerry",75055,32.3
"CO","El Paso",2004,"GRN","Ralph Nader",1259,0.5
"CO","Elbert",2004,"REP","George Bush",8292,72.5
"CO","Elbert",2004,"DEM","John Kerry",3103,27.1
"CO","Elbert",2004,"GRN","Ralph Nader",49,0.4
"CO","Fremont",2004,"REP","George Bush",12241,67
"CO","Fremont",2004,"DEM","John Kerry",5900,32.3
"CO","Fremont",2004,"GRN","Ralph Nader",135,0.7
"CO","Garfield",2004,"REP","George Bush",10937,54.3
"CO","Garfield",2004,"DEM","John Kerry",9077,45
"CO","Garfield",2004,"GRN","Ralph Nader",142,0.7
"CO","Gilpin",2004,"DEM","John Kerry",1772,57.2
"CO","Gilpin",2004,"REP","George Bush",1304,42.1
"CO","Gilpin",2004,"GRN","Ralph Nader",22,0.7
"CO","Grand",2004,"REP","George Bush",4170,56.5
"CO","Grand",2004,"DEM","John Kerry",3159,42.8
"CO","Grand",2004,"GRN","Ralph Nader",57,0.8
"CO","Gunnison",2004,"DEM","John Kerry",4730,57.2
"CO","Gunnison",2004,"REP","George Bush",3452,41.7
"CO","Gunnison",2004,"GRN","Ralph Nader",93,1.1
"CO","Hinsdale",2004,"REP","George Bush",355,59.9
"CO","Hinsdale",2004,"DEM","John Kerry",234,39.5
"CO","Hinsdale",2004,"GRN","Ralph Nader",4,0.7
"CO","Huerfano",2004,"REP","George Bush",1661,50.1
"CO","Huerfano",2004,"DEM","John Kerry",1628,49.1
"CO","Huerfano",2004,"GRN","Ralph Nader",24,0.7
"CO","Jackson",2004,"REP","George Bush",710,76.7
"CO","Jackson",2004,"DEM","John Kerry",209,22.6
"CO","Jackson",2004,"GRN","Ralph Nader",7,0.8
"CO","Jefferson",2004,"REP","George Bush",111230,52.8
"CO","Jefferson",2004,"DEM","John Kerry",98252,46.6
"CO","Jefferson",2004,"GRN","Ralph Nader",1344,0.6
"CO","Kiowa",2004,"REP","George Bush",688,80.2
"CO","Kiowa",2004,"DEM","John Kerry",167,19.5
"CO","Kiowa",2004,"GRN","Ralph Nader",3,0.3
"CO","Kit Carson",2004,"REP","George Bush",2668,78.1
"CO","Kit Carson",2004,"DEM","John Kerry",723,21.2
"CO","Kit Carson",2004,"GRN","Ralph Nader",23,0.7
"CO","La Plata",2004,"DEM","John Kerry",13266,53
"CO","La Plata",2004,"REP","George Bush",11593,46.3
"CO","La Plata",2004,"GRN","Ralph Nader",193,0.8
"CO","Lake",2004,"DEM","John Kerry",1574,55.4
"CO","Lake",2004,"REP","George Bush",1231,43.3
"CO","Lake",2004,"GRN","Ralph Nader",38,1.3
"CO","Larimer",2004,"REP","George Bush",74899,52.3
"CO","Larimer",2004,"DEM","John Kerry",67266,47
"CO","Larimer",2004,"GRN","Ralph Nader",978,0.7
"CO","Las Animas",2004,"DEM","John Kerry",3248,50.4
"CO","Las Animas",2004,"REP","George Bush",3152,48.9
"CO","Las Animas",2004,"GRN","Ralph Nader",42,0.7
"CO","Lincoln",2004,"REP","George Bush",1793,78.2
"CO","Lincoln",2004,"DEM","John Kerry",493,21.5
"CO","Lincoln",2004,"GRN","Ralph Nader",7,0.3
"CO","Logan",2004,"REP","George Bush",6054,70.9
"CO","Logan",2004,"DEM","John Kerry",2426,28.4
"CO","Logan",2004,"GRN","Ralph Nader",56,0.7
"CO","Mesa",2004,"REP","George Bush",40457,67.5
"CO","Mesa",2004,"DEM","John Kerry",19072,31.8
"CO","Mesa",2004,"GRN","Ralph Nader",407,0.7
"CO","Mineral",2004,"REP","George Bush",381,62.1
"CO","Mineral",2004,"DEM","John Kerry",227,37
"CO","Mineral",2004,"GRN","Ralph Nader",6,1
"CO","Moffat",2004,"REP","George Bush",4210,75
"CO","Moffat",2004,"DEM","John Kerry",1343,23.9
"CO","Moffat",2004,"GRN","Ralph Nader",64,1.1
"CO","Montezuma",2004,"REP","George Bush",6952,63.9
"CO","Montezuma",2004,"DEM","John Kerry",3839,35.3
"CO","Montezuma",2004,"GRN","Ralph Nader",87,0.8
"CO","Montrose",2004,"REP","George Bush",11045,69.7
"CO","Montrose",2004,"DEM","John Kerry",4708,29.7
"CO","Montrose",2004,"GRN","Ralph Nader",98,0.6
"CO","Morgan",2004,"REP","George Bush",6741,68.6
"CO","Morgan",2004,"DEM","John Kerry",3017,30.7
"CO","Morgan",2004,"GRN","Ralph Nader",63,0.6
"CO","Otero",2004,"REP","George Bush",4832,60.7
"CO","Otero",2004,"DEM","John Kerry",3092,38.8
"CO","Otero",2004,"GRN","Ralph Nader",37,0.5
"CO","Ouray",2004,"REP","George Bush",1383,52.1
"CO","Ouray",2004,"DEM","John Kerry",1250,47.1
"CO","Ouray",2004,"GRN","Ralph Nader",19,0.7
"CO","Park",2004,"REP","George Bush",4739,57.8
"CO","Park",2004,"DEM","John Kerry",3405,41.5
"CO","Park",2004,"GRN","Ralph Nader",59,0.7
"CO","Phillips",2004,"REP","George Bush",1661,74.2
"CO","Phillips",2004,"DEM","John Kerry",565,25.2
"CO","Phillips",2004,"GRN","Ralph Nader",13,0.6
"CO","Pitkin",2004,"DEM","John Kerry",6275,68.9
"CO","Pitkin",2004,"REP","George Bush",2750,30.2
"CO","Pitkin",2004,"GRN","Ralph Nader",77,0.8
"CO","Prowers",2004,"REP","George Bush",3382,71.7
"CO","Prowers",2004,"DEM","John Kerry",1306,27.7
"CO","Prowers",2004,"GRN","Ralph Nader",26,0.6
"CO","Pueblo",2004,"DEM","John Kerry",34654,52.7
"CO","Pueblo",2004,"REP","George Bush",30665,46.7
"CO","Pueblo",2004,"GRN","Ralph Nader",413,0.6
"CO","Rio Blanco",2004,"REP","George Bush",2370,80.4
"CO","Rio Blanco",2004,"DEM","John Kerry",560,19
"CO","Rio Blanco",2004,"GRN","Ralph Nader",17,0.6
"CO","Rio Grande",2004,"REP","George Bush",3413,62.9
"CO","Rio Grande",2004,"DEM","John Kerry",1970,36.3
"CO","Rio Grande",2004,"GRN","Ralph Nader",46,0.8
"CO","Routt",2004,"DEM","John Kerry",6270,54.7
"CO","Routt",2004,"REP","George Bush",5109,44.6
"CO","Routt",2004,"GRN","Ralph Nader",86,0.8
"CO","Saguache",2004,"DEM","John Kerry",1558,57.5
"CO","Saguache",2004,"REP","George Bush",1134,41.8
"CO","Saguache",2004,"GRN","Ralph Nader",18,0.7
"CO","San Juan",2004,"DEM","John Kerry",253,52.8
"CO","San Juan",2004,"REP","George Bush",216,45.1
"CO","San Juan",2004,"GRN","Ralph Nader",10,2.1
"CO","San Miguel",2004,"DEM","John Kerry",2857,72.2
"CO","San Miguel",2004,"REP","George Bush",1070,27
"CO","San Miguel",2004,"GRN","Ralph Nader",30,0.8
"CO","Sedgwick",2004,"REP","George Bush",947,71.6
"CO","Sedgwick",2004,"DEM","John Kerry",368,27.8
"CO","Sedgwick",2004,"GRN","Ralph Nader",7,0.5
"CO","Summit",2004,"DEM","John Kerry",8032,59.7
"CO","Summit",2004,"REP","George Bush",5320,39.5
"CO","Summit",2004,"GRN","Ralph Nader",113,0.8
"CO","Teller",2004,"REP","George Bush",7868,69
"CO","Teller",2004,"DEM","John Kerry",3447,30.2
"CO","Teller",2004,"GRN","Ralph Nader",87,0.8
"CO","Washington",2004,"REP","George Bush",2019,81.4
"CO","Washington",2004,"DEM","John Kerry",450,18.1
"CO","Washington",2004,"GRN","Ralph Nader",12,0.5
"CO","Weld",2004,"REP","George Bush",55213,63.2
"CO","Weld",2004,"DEM","John Kerry",31623,36.2
"CO","Weld",2004,"GRN","Ralph Nader",495,0.6
"CO","Yuma",2004,"REP","George Bush",3423,76.3
"CO","Yuma",2004,"DEM","John Kerry",1044,23.3
"CT","Fairfield",2004,"DEM","John Kerry",201409,51.7
"CT","Fairfield",2004,"REP","George Bush",185597,47.7
"CT","Fairfield",2004,"GRN","Ralph Nader",2334,0.6
"CT","Hartford",2004,"DEM","John Kerry",227715,59.3
"CT","Hartford",2004,"REP","George Bush",153565,40
"CT","Hartford",2004,"GRN","Ralph Nader",2976,0.8
"CT","Litchfield",2004,"REP","George Bush",50158,52.3
"CT","Litchfield",2004,"DEM","John Kerry",44644,46.6
"CT","Litchfield",2004,"GRN","Ralph Nader",1054,1.1
"CT","Middlesex",2004,"DEM","John Kerry",46104,56.6
"CT","Middlesex",2004,"REP","George Bush",34693,42.6
"CT","Middlesex",2004,"GRN","Ralph Nader",596,0.7
"CT","New Haven",2004,"DEM","John Kerry",197146,54.8
"CT","New Haven",2004,"REP","George Bush",159429,44.3
"CT","New Haven",2004,"GRN","Ralph Nader",3140,0.9
"CT","New London",2004,"DEM","John Kerry",66042,56.4
"CT","New London",2004,"REP","George Bush",49921,42.6
"CT","New London",2004,"GRN","Ralph Nader",1210,1
"CT","Tolland",2004,"DEM","John Kerry",39138,55
"CT","Tolland",2004,"REP","George Bush",31242,43.9
"CT","Tolland",2004,"GRN","Ralph Nader",782,1.1
"CT","Windham",2004,"DEM","John Kerry",25468,52.6
"CT","Windham",2004,"REP","George Bush",22318,46.1
"DC","Washington",2004,"DEM","John Kerry",183876,90
"DC","Washington",2004,"REP","George Bush",19007,9.3
"DE","Kent",2004,"REP","George Bush",31555,56.6
"DE","Kent",2004,"DEM","John Kerry",23854,42.8
"DE","Kent",2004,"GRN","Ralph Nader",362,0.6
"DE","New Castle",2004,"DEM","John Kerry",145935,60.7
"DE","New Castle",2004,"REP","George Bush",92973,38.7
"DE","New Castle",2004,"GRN","Ralph Nader",1335,0.6
"DE","Sussex",2004,"REP","George Bush",47003,60.6
"DE","Sussex",2004,"DEM","John Kerry",30098,38.8
"FL","Alachua",2004,"DEM","John Kerry",62348,56.4
"FL","Alachua",2004,"REP","George Bush",47615,43.1
"FL","Alachua",2004,"GRN","Ralph Nader",557,0.5
"FL","Baker",2004,"REP","George Bush",7738,77.6
"FL","Baker",2004,"DEM","John Kerry",2180,21.9
"FL","Baker",2004,"GRN","Ralph Nader",49,0.5
"FL","Bay",2004,"REP","George Bush",53305,71.4
"FL","Bay",2004,"DEM","John Kerry",21034,28.2
"FL","Bay",2004,"GRN","Ralph Nader",358,0.5
"FL","Bradford",2004,"REP","George Bush",7553,69.8
"FL","Bradford",2004,"DEM","John Kerry",3244,30
"FL","Bradford",2004,"GRN","Ralph Nader",28,0.3
"FL","Brevard",2004,"REP","George Bush",152838,57.9
"FL","Brevard",2004,"DEM","John Kerry",110153,41.7
"FL","Brevard",2004,"GRN","Ralph Nader",1196,0.5
"FL","Broward",2004,"DEM","John Kerry",443535,64.7
"FL","Broward",2004,"REP","George Bush",238397,34.8
"FL","Broward",2004,"GRN","Ralph Nader",3746,0.5
"FL","Calhoun",2004,"REP","George Bush",3780,63.7
"FL","Calhoun",2004,"DEM","John Kerry",2116,35.7
"FL","Calhoun",2004,"GRN","Ralph Nader",38,0.6
"FL","Charlotte",2004,"REP","George Bush",44402,56.1
"FL","Charlotte",2004,"DEM","John Kerry",34227,43.2
"FL","Charlotte",2004,"GRN","Ralph Nader",555,0.7
"FL","Citrus",2004,"REP","George Bush",39496,57.1
"FL","Citrus",2004,"DEM","John Kerry",29271,42.3
"FL","Citrus",2004,"GRN","Ralph Nader",452,0.7
"FL","Clay",2004,"REP","George Bush",61881,76.4
"FL","Clay",2004,"DEM","John Kerry",18905,23.3
"FL","Clay",2004,"GRN","Ralph Nader",258,0.3
"FL","Collier",2004,"REP","George Bush",82493,65.3
"FL","Collier",2004,"DEM","John Kerry",43277,34.2
"FL","Collier",2004,"GRN","Ralph Nader",590,0.5
"FL","Columbia",2004,"REP","George Bush",16753,67.3
"FL","Columbia",2004,"DEM","John Kerry",8029,32.3
"FL","Columbia",2004,"GRN","Ralph Nader",109,0.4
"FL","DeSoto",2004,"REP","George Bush",5510,58.2
"FL","DeSoto",2004,"DEM","John Kerry",3910,41.3
"FL","DeSoto",2004,"GRN","Ralph Nader",48,0.5
"FL","Dixie",2004,"REP","George Bush",4433,69
"FL","Dixie",2004,"DEM","John Kerry",1959,30.5
"FL","Dixie",2004,"GRN","Ralph Nader",29,0.5
"FL","Duval",2004,"REP","George Bush",218476,57.9
"FL","Duval",2004,"DEM","John Kerry",157624,41.8
"FL","Duval",2004,"GRN","Ralph Nader",1212,0.3
"FL","Escambia",2004,"REP","George Bush",93311,65.7
"FL","Escambia",2004,"DEM","John Kerry",48207,33.9
"FL","Escambia",2004,"GRN","Ralph Nader",544,0.4
"FL","Flagler",2004,"REP","George Bush",19624,51.1
"FL","Flagler",2004,"DEM","John Kerry",18563,48.4
"FL","Flagler",2004,"GRN","Ralph Nader",181,0.5
"FL","Franklin",2004,"REP","George Bush",3472,58.8
"FL","Franklin",2004,"DEM","John Kerry",2400,40.6
